workclass,education,education-years,marital,occupation,relationship,race,sex,hours-per-week,natice-country,income
 Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,45, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,33, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K
 Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,54, United-States, >50K
 Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,35, Taiwan, >50K
 Self-emp-not-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States, >50K
 Private, Some-college,10, Never-married, Sales, Own-child, White, Male,15, United-States, <=50K
 Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,40, Mexico, <=50K
 Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,24, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,45, United-States, <=50K
 Private, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,10, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States, >50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,55, United-States, <=50K
 Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,45, United-States, <=50K
 Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,48, Mexico, <=50K
 Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
 Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States, <=50K
 Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,30, Haiti, <=50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,40, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
 Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,20, United-States, <=50K
 State-gov, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,40, United-States, <=50K
 Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,42, United-States, <=50K
 Private, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,25, Iran, <=50K
 Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,25, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Local-gov, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,30, United-States, <=50K
 Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K
 Private, 11th,7, Widowed, Other-service, Unmarried, Other, Male,40, United-States, <=50K
 Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States, <=50K
 Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Portugal, <=50K
 Private, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,24, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
 Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, >50K
 Private, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,55, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,15, United-States, <=50K
 Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States, >50K
 Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,40, United-States, <=50K
 Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,15, United-States, <=50K
 Private, 11th,7, Never-married, Other-service, Own-child, White, Male,10, United-States, <=50K
 State-gov, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K
 Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,40, United-States, <=50K
 Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,30, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
 Private, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,45, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,25, United-States, <=50K
 Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,6, United-States, >50K
 Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,16, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, >50K
 Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
 Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K
 Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
 State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
 Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,64, United-States, <=50K
 Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40, Puerto-Rico, <=50K
 Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,25, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
 Local-gov, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,24, United-States, <=50K
 Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,40, United-States, <=50K
 Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
 Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 State-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, >50K
 Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
 Private, 11th,7, Never-married, Other-service, Own-child, White, Female,19, United-States, <=50K
 Local-gov, 11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, <=50K
 State-gov, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,30, United-States, <=50K
 Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,18, United-States, <=50K
 State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, >50K
 Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
 Private, 10th,6, Never-married, Craft-repair, Unmarried, White, Female,35, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K
 Federal-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,72, Dominican-Republic, <=50K
 Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,25, United-States, >50K
 Private, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,40, Philippines, <=50K
 Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
 Local-gov, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Male,60, United-States, <=50K
 Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,28, United-States, <=50K
 Federal-gov, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, 9th,5, Never-married, Craft-repair, Other-relative, White, Male,40, Mexico, <=50K
 Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,35, United-States, <=50K
 Private, HS-grad,9, Widowed, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States, <=50K
 Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, >50K
 Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,50, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
 Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
 Private, 1st-4th,2, Married-spouse-absent, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,20, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,60, United-States, <=50K
